,PREFERRED_NAME,SMILES,SIZE,standardized SMILES,INCHIKEY
368,"Toluene-2,4-di(8:2 fluorotelomer urethane)",CC1=CC=C(C=C1NC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)NC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,146,Cc1ccc(NC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1NC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WXFBMNOVXVBRPY-UHFFFAOYSA-N
369,FESOH,C(CSC(C(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)O,40,OCCSC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,LHDNIAQMOXWLLQ-UHFFFAOYSA-N
370,"1,1,2-trifluoro-2-(perfluoropropoxy)ethan-1-ol",C(C(F)(F)O)(F)OC(C(C(F)(F)F)(F)F)(F)F,37,OC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,OKWLCLLGKXUCJL-UHFFFAOYSA-N
371,monoFESOS,C(CSC(C(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)OC(=O)C(CC(=O)O)S(=O)(=O)O,65,O=C(O)CC(C(=O)OCCSC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)O,OKABBYZRBJNOFH-UHFFFAOYSA-N
372,PFPrA,C(=O)(C(C(F)(F)F)(F)F)O,23,O=C(O)C(F)(F)C(F)(F)F,LRMSQVBRUNSOJL-UHFFFAOYSA-N
373,diFESOS,C(CSC(C(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)OC(=O)CC(C(=O)OCCSC(C(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)O,102,O=C(CC(C(=O)OCCSC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)O)OCCSC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,NCWCLWXESLPYDV-UHFFFAOYSA-N
374,2H-3:2 PFECA,C(C(=O)O)(F)OC(C(C(F)(F)F)(F)F)(F)F,35,O=C(O)C(F)OC(F)(F)C(F)(F)C(F)(F)F,SOPKUPKNOTUECV-UHFFFAOYSA-N
375,2H-3:2 PFESA,C(C(F)(F)S(=O)(=O)O)(F)OC(C(C(F)(F)F)(F)F)(F)F,46,O=S(=O)(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,OLQKBWLFPYHHAD-UHFFFAOYSA-N
376,FESCA,C(C(=O)O)SC(C(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F,44,O=C(O)CSC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,JDJPDQHSPWYMJO-UHFFFAOYSA-N
377,2-fluoro-2-(perfluoropropoxy)acetyl fluoride,C(=O)(C(F)OC(C(C(F)(F)F)(F)F)(F)F)F,35,O=C(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,OKZBMGGHOIFUDX-UHFFFAOYSA-N
