PREFERRED_NAME,INCHIKEY,SMILES
8:2 fluorotelomer sulfonamido propyl methyl amino acetic acid;8:2 fluorotelomer sulfonamido propyl methyl amino acetic acid,SJGTWVYRTHIUMD-UHFFFAOYSA-N,CN(CCCNS(=O)(=O)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)O
10:2 fluorotelomer sulfonamido propyl methyl amino acetic acid;10:2 fluorotelomer sulfonamido propyl methyl amino acetic acid,NQJSZDNXJOPLLW-UHFFFAOYSA-N,CN(CCCNS(=O)(=O)CCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)O
12:2 fluorotelomer sulfonamido propyl methyl amino acetic acid;12:2 fluorotelomer sulfonamido propyl methyl amino acetic acid,INJGHHRKOVLLMG-UHFFFAOYSA-N,CN(CCCNS(=O)(=O)CCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)O
14:2 fluorotelomer sulfonamido propyl methyl amino acetic acid;14:2 fluorotelomer sulfonamido propyl methyl amino acetic acid,HKWIOEFESKMYKZ-UHFFFAOYSA-N,CN(CCCNS(=O)(=O)CCC(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)O
perfluoro cyclohexane sulfonate;perfluoro cyclohexane sulfonate,VFOJXEHRTNGBDB-UHFFFAOYSA-N,C1(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F
perfluoro methyl cyclohexane sulfonate;perfluoro methyl cyclohexane sulfonate,NOTIZSFOCIIJFB-UHFFFAOYSA-N,C1(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(C(F)(F)F)F
perfluoro ethyl cyclohexane sulfonate;perfluoro ethyl cyclohexane sulfonate;perfluoro-4-ethylcyclohexane sulfonate,ICKAEAFPESRWOT-UHFFFAOYSA-N,C1(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)F
perfluoro propyl cyclohexane sulfonate;perfluoro propyl cyclohexane sulfonate,RWWJLJXCXZXQIB-UHFFFAOYSA-N,C1(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F
perfluoro butyl cyclohexane sulfonate;perfluoro butyl cyclohexane sulfonate,OGJRFXPKJKXHKI-UHFFFAOYSA-N,C1(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)F
perfluoro pentyl cyclohexane sulfonate;perfluoro pentyl cyclohexane sulfonate,IQMFCQKEICWTTF-UHFFFAOYSA-N,C1(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)F
perfluoro hexyl cyclohexane sulfonate;perfluoro hexyl cyclohexane sulfonate,IDSMUSCGNRAIQF-UHFFFAOYSA-N,C1(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(F)F)(F)F)F
perfluoro-n-ethanoic acid;perfluoro-n-ethanoic acid;perfluoroethane carboxylic acid,DTQVDTLACAAQTR-UHFFFAOYSA-N,C(=O)(C(F)(F)F)O
perfluoro-n-propanoic acid;perfluoro-n-propanoic acid;perfluoropropane carboxylic acid,LRMSQVBRUNSOJL-UHFFFAOYSA-N,C(=O)(C(C(F)(F)F)(F)F)O
perfluoromethane sulfonate;perfluoromethane sulfonate,ITMCEJHCFYSIIV-UHFFFAOYSA-N,C(F)(F)(F)S(=O)(=O)O
perfluoroethane sulfonate;perfluoroethane sulfonate,GKNWQHIXXANPTN-UHFFFAOYSA-N,C(C(F)(F)S(=O)(=O)O)(F)(F)F
perfluoropropane sulfonate;perfluoropropane sulfonate,XBWQFDNGNOOMDZ-UHFFFAOYSA-N,C(C(F)(F)F)(C(F)(F)S(=O)(=O)O)(F)F
perfluoroundecane sulfonate;perfluoroundecane sulfonate,UKHUPOMCGUFNAP-UHFFFAOYSA-N,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F
perfluorotridecane sulfonate;perfluorotridecane sulfonate,JMIXTHMPTMXARZ-UHFFFAOYSA-N,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
perfluorotetradacane sulfonate;perfluorotetradacane sulfonate,APTHHQMMNKGQCK-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
perfluoropentadecane sulfonate;perfluoropentadecane sulfonate,XEMFUSUHNOPSDA-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
perfluorohexadecane sulfonate;perfluorohexadecane sulfonate,QFAIDPCBDQJRJD-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
perfluoroheptadecane sulfonate;perfluoroheptadecane sulfonate,WQKGMZXDKPCQCK-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
perfluorooctadecane sulfonate;perfluorooctadecane sulfonate,RBCFKLHQNQUYFE-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
perfluorononadecane sulfonate;perfluorononadecane sulfonate,ACJWHIFZYFKOCK-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1:2 fluorotelomer acid;1:2 fluorotelomer carboxylic acid;1:2 fluorotelomer carboxylic acid,KSNKQSPJFRQSEI-UHFFFAOYSA-N,C(C(=O)O)C(F)(F)F
2:2 fluorotelomer acid;2:2 fluorotelomer carboxylic acid;2:2 fluorotelomer carboxylic acid,UVLNQGHDUGHTGV-UHFFFAOYSA-N,C(C(=O)O)C(C(F)(F)F)(F)F
N-ethyl perfluoromethane sulfonamide;N-ethylperfluoro-1-methane sulfonamide;N-ethylperfluoro-1-methane sulfonamide,ADQRHLTXZPZLHA-UHFFFAOYSA-N,CCNS(=O)(=O)C(F)(F)F
N-ethyl perfluoroethane sulfonamide ;N-ethylperfluoro-1-ethane sulfonamide ;N-ethylperfluoro-1-ethane sulfonamide ,KXJBWHWYJPNGSY-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(F)(F)F)(F)F
N-ethyl perfluoropropane sulfonamide;N-ethylperfluoro-1-propane sulfonamide;N-ethylperfluoro-1-propane sulfonamide,YLXKUKZPBUXBRV-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(F)(F)F)(F)F)(F)F
N-ethyl perfluorobutane sulfonamide;N-ethylperfluoro-1-butane sulfonamide;N-ethylperfluoro-1-butane sulfonamide,SSTPSALUCQWOOV-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
N-ethyl perfluoropentane sulfonamide;N-ethylperfluoro-1-pentane sulfonamide;N-ethylperfluoro-1-pentane sulfonamide,RUIVGYDYVAXAHW-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
N-ethyl perfluorononane sulfonamide;N-ethylperfluoro-1-nonane sulfonamide;N-ethylperfluoro-1-nonane sulfonamide,YZWKMACAUDEEJL-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
N-ethyl perfluorodecane sulfonamide ;N-ethylperfluoro-1-decane sulfonamide ;N-ethylperfluoro-1-decane sulfonamide ,NNOSWZHMYDYCSR-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
N-ethyl perfluoroundecane sulfonamide;N-ethylperfluoro-1-undecane sulfonamide;N-ethylperfluoro-1-undecane sulfonamide,UKGZNICKBRMNHL-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
N-ethyl perfluorododecane sulfonamide;N-ethylperfluoro-1-dodecane sulfonamide;N-ethylperfluoro-1-dodecane sulfonamide,BWJDOLYKJRIITN-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
N-ethyl perfluorotridecane sulfonamide;N-ethylperfluoro-1-tridecane sulfonamide;N-ethylperfluoro-1-tridecane sulfonamide,FKNCJNYDJNGCLA-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
N-ethyl perfluorotetradecane sulfonamide ;N-ethylperfluoro-1-tetradecane sulfonamide ;N-ethylperfluoro-1-tetradecane sulfonamide ,GNVVFIASHGVZKM-UHFFFAOYSA-N,CCNS(=O)(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2:2 fluorotelomer sulfate;2:2 fluorotelomer sulfate,QXFRKSXYXQTUIP-UHFFFAOYSA-N,C(COS(=O)(=O)O)C(C(F)(F)F)(F)F
4:2 fluorotelomer sulfate;4:2 fluorotelomer sulfate,ZMKOLQPMWYJIKZ-UHFFFAOYSA-N,C(COS(=O)(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
6:2 fluorotelomer sulfate;6:2 fluorotelomer sulfate,BGJBRLCWYHDOSY-UHFFFAOYSA-N,C(COS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
8:2 fluorotelomer sulfate;8:2 fluorotelomer sulfate,UWHCRBKABHKUTC-UHFFFAOYSA-N,C(COS(=O)(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
10:2 fluorotelomer sulfate;10:2 fluorotelomer sulfate,OFTBQTJOEGXRAL-UHFFFAOYSA-N,C(COS(=O)(=O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
12:2 fluorotelomer sulfate;12:2 fluorotelomer sulfate,HJDYDSUVNPUFQJ-UHFFFAOYSA-N,C(COS(=O)(=O)O)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
14:2 fluorotelomer sulfate;14:2 fluorotelomer sulfate,LVKHOPUPYPMZHO-UHFFFAOYSA-N,C(COS(=O)(=O)O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;1:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,HSQNBEQRKQQAJD-UHFFFAOYSA-N,C(CC(F)(F)F)C(=O)SCC(C(=O)O)O
2:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;2:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,RHPWYUWRQAOSMN-UHFFFAOYSA-N,C(CC(C(F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
3:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;3:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,OFIRBBJAZXSMEF-UHFFFAOYSA-N,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
4:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;4:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,NRDXFJBYCLFNLQ-UHFFFAOYSA-N,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
5:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;5:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,KRGJZNGZPDYMKJ-UHFFFAOYSA-N,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
6:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;6:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,IDBBZPRWLSKNKP-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
7:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;7:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,WQBOPIXJALOYJO-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
8:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;8:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,XTIAWNMAMLUZHS-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
9:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;9:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,SETPGCURJONUOI-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
10:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;10:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,QBWPDEXTFWEDCX-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
11:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;11:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,MBGICQFGYUKRBM-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
12:3 keto-fluorotelomer thia 2-hydroxy propanoic acid;12:3 keto-fluorotelomer thia 2-hydroxy propanoic acid,NLOVNGBGCPLPCE-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SCC(C(=O)O)O
1:3 keto-fluorotelomer thia keto-ethanol;1:3 keto-fluorotelomer thia keto-ethanol,BCWNKJBTBPTUJU-UHFFFAOYSA-N,C(CC(F)(F)F)C(=O)SC(=O)CO
2:3 keto-fluorotelomer thia keto-ethanol;2:3 keto-fluorotelomer thia keto-ethanol,WGGGBRZZONDELT-UHFFFAOYSA-N,C(CC(C(F)(F)F)(F)F)C(=O)SC(=O)CO
3:3 keto-fluorotelomer thia keto-ethanol;3:3 keto-fluorotelomer thia keto-ethanol,LWIRGTFBHUWRTD-UHFFFAOYSA-N,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
5:3 keto-fluorotelomer thia keto-ethanol;5:3 keto-fluorotelomer thia keto-ethanol,XJMOHDJKPKAXLF-UHFFFAOYSA-N,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
6:3 keto-fluorotelomer thia keto-ethanol;6:3 keto-fluorotelomer thia keto-ethanol,HIAXSNVILSUBBG-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
7:3 keto-fluorotelomer thia keto-ethanol;7:3 keto-fluorotelomer thia keto-ethanol,KIRVKDFMFAPCAM-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
8:3 keto-fluorotelomer thia keto-ethanol;8:3 keto-fluorotelomer thia keto-ethanol,HMOBQFHWLPXVHG-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
9:3 keto-fluorotelomer thia keto-ethanol;9:3 keto-fluorotelomer thia keto-ethanol,YVVUMCXDTOUGSE-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
10:3 keto-fluorotelomer thia keto-ethanol;10:3 keto-fluorotelomer thia keto-ethanol,VNTIGPXDXDYICC-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
11:3 keto-fluorotelomer thia keto-ethanol;11:3 keto-fluorotelomer thia keto-ethanol,GWYOFYOLCQZDMP-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
12:3 keto-fluorotelomer thia keto-ethanol;12:3 keto-fluorotelomer thia keto-ethanol,OOEJHKXEHZUUOD-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)CO
1:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;1:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,BSDQHFGDJZUZKV-UHFFFAOYSA-N,C(CC(F)(F)F)C(=O)SC(=O)C(C(=O)O)O
2:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;2:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,DPQYFRSFQUIUOK-UHFFFAOYSA-N,C(CC(C(F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
3:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;3:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,XPPFSLHQBCGTKP-UHFFFAOYSA-N,C(CC(C(C(F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
4:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;4:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,HCSMNAZXZQFKPE-UHFFFAOYSA-N,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
5:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;5:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,IXPMWRBRPVCPCZ-UHFFFAOYSA-N,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
6:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;6:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,ZZEDKUCBXPNWQQ-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
7:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;7:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,BWIUSTSPHRDOKU-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
8:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;8:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,UFLGXWQVPDYAST-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
9:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;9:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,KTKNHGYGKCVDBO-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
10:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;10:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,WZVZMROIPSBOQN-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
11:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;11:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,QXZPVTMJPBWJCZ-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
12:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid;12:3 keto-fluorotelomer thia keto  2-hydroxy propanoic acid,PSDTXLCWRGHVEC-UHFFFAOYSA-N,C(CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)SC(=O)C(C(=O)O)O
2:2 FtSOPA;2:2 fluorotelomer sulfinyl propanoic acid;2:2 fluorotelomer sulfinyl propanoic acid,RGLBDXFOAXZIFK-UHFFFAOYSA-N,C(CS(=O)CCC(C(F)(F)F)(F)F)C(=O)O
4:2 FtSOPA;4:2 fluorotelomer sulfinyl propanoic acid;4:2 fluorotelomer sulfinyl propanoic acid,XPQTZUGUBZQLBE-UHFFFAOYSA-N,C(CS(=O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O
6:2 FtSOPA;6:2 fluorotelomer sulfinyl propanoic acid;6:2 fluorotelomer sulfinyl propanoic acid,DSUSHOGHCDVRGM-UHFFFAOYSA-N,C(CS(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
8:2 FtSOPA;8:2 fluorotelomer sulfinyl propanoic acid;8:2 fluorotelomer sulfinyl propanoic acid,JANBPLGBTYFSKD-UHFFFAOYSA-N,C(CS(=O)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
10:2 FtSOPA;10:2 fluorotelomer sulfinyl propanoic acid;10:2 fluorotelomer sulfinyl propanoic acid,BSNGKNPLGVIHKH-UHFFFAOYSA-N,C(CS(=O)CCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
12:2 FtSOPA;12:2 fluorotelomer sulfinyl propanoic acid;12:2 fluorotelomer sulfinyl propanoic acid,MJVLDZHGODXZBG-UHFFFAOYSA-N,C(CS(=O)CCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
14:2 FtSOPA;14:2 fluorotelomer sulfinyl propanoic acid;14:2 fluorotelomer sulfinyl propanoic acid,CMWJHGPGUWUUGA-UHFFFAOYSA-N,C(CS(=O)CCC(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
2:2 fluorotelomer sulfonamide;2:2 fluorotelomer sulfonamide,IQEBYJVDVXBTQH-UHFFFAOYSA-N,C(CS(=O)(=O)N)C(C(F)(F)F)(F)F
4:2 fluorotelomer sulfonamide;4:2 fluorotelomer sulfonamide,KKHMBQUHTGIUDQ-UHFFFAOYSA-N,C(CS(=O)(=O)N)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
10:2 fluorotelomer sulfonamide;10:2 fluorotelomer sulfonamide,SLXFDSURWVHHMS-UHFFFAOYSA-N,C(CS(=O)(=O)N)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
12:2 fluorotelomer sulfonamide;12:2 fluorotelomer sulfonamide,GTPBLCVJIMOPSZ-UHFFFAOYSA-N,C(CS(=O)(=O)N)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
14:2 fluorotelomer sulfonamide;14:2 fluorotelomer sulfonamide,BGYCSPAHMJYNFX-UHFFFAOYSA-N,C(CS(=O)(=O)N)C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1:2 unsaturated fluorotelomer carboxylic acid;1:2 unsaturated fluorotelomer carboxylic acid,KJBJUTSBUKQIKR-UHFFFAOYSA-N,C(=C(F)F)C(=O)O
