PREFERRED_NAME,INCHIKEY,SMILES
"10:2 Fluorotelomer methacrylate;2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl ester;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12- henicosafluorododecyl 2-methylprop-2-enoate",FQHLOOOXLDQLPF-UHFFFAOYSA-N,C=C(C)C(=O)OCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl ester;3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10- heptadecafluorodecyl 2-methylprop-2-enoate;8:2 Fluorotelomer methacrylate",HBZFBSFGXQBQTB-UHFFFAOYSA-N,C=C(C)C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"2-Propenoic acid, 2-methyl-, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl ester;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2- methylprop-2-enoate;6:2 Fluorotelomer methacrylate",CDXFIRXEAJABAZ-UHFFFAOYSA-N,C=C(C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorohexyl methacrylate",TYNRPOFACABVSI-UHFFFAOYSA-N,C=C(C)C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"3,3,4,4,5,5,5-Heptafluoropentyl 2-methylprop-2-enoate",VZOWCSFBTSNJKX-UHFFFAOYSA-N,C=C(C)C(=O)OCCC(C(C(F)(F)F)(F)F)(F)F
"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoroundecyl 2-methylprop-2-enoate",QOIKFYLOUXBJNG-UHFFFAOYSA-N,C=C(C)C(=O)OCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl 2-methylprop-2-enoate",AIIUJTLQIOPZBE-UHFFFAOYSA-N,C=C(C)C(=O)OCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"4,4,5,5,6,6,7,7,7-Nonafluoroheptyl 2-methylprop-2-enoate",WOISXUMMZSMYSB-UHFFFAOYSA-N,C=C(C)C(=O)OCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
2-[(2-Methylprop-2-enoyl)oxy]ethyl heptafluorobutanoate,VQOPAPHAKJCJTK-UHFFFAOYSA-N,C=C(C)C(=O)OCCOC(=O)C(C(C(F)(F)F)(F)F)(F)F
S-((Perfluoro-5-methylhexyl)ethyl)-2-methylpropenethioate,LDEYRMSHMYWNMA-UHFFFAOYSA-N,C=C(C)C(=O)SCCC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F
S-((Perfluoro-7-(methyl)octyl)ethyl) thiomethacrylate,LELPCBUDRUDINH-UHFFFAOYSA-N,C=C(C)C(=O)SCCC(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
S-((Perfluoro-9-methyldecyl)ethyl) 2-methyl-2-propenethioate,ZBPHBMSKQBHWJR-UHFFFAOYSA-N,C=C(C)C(=O)SCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]-2-methylprop-1-ene",VMDVHHXKJFTLTD-UHFFFAOYSA-N,C=C(C)COC(C(F)(F)F)(C(F)(F)F)F
N-[(4-Bromophenyl)(perfluorobutyl)-I>4-sulfanylidene]acetamide,ALLMSMRJFZFUBB-UHFFFAOYSA-N,CC(=O)N=S(c1ccc(cc1)Br)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
N-[(Perfluorobutyl)phenyl-lambda4-sulfanylidene]acetamide,MAUZJOYMXJCRIB-UHFFFAOYSA-N,CC(=O)N=S(c1ccccc1)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"3-Acetyl-5,5,6,6,7,7,8,8,8-nonafluorooctane-2,4-dione",HVLNFEAJGJQHFN-UHFFFAOYSA-N,CC(=O)C(C(=O)C)C(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononan-2-one",LFMZSQGESVNRLL-UHFFFAOYSA-N,CC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-2-one",IWJCXMJWFQQWED-UHFFFAOYSA-N,CC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Methyl perfluoropentyl ketone,HWGNOHFZECDUBX-UHFFFAOYSA-N,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
Methyl perfluorobutyl ketone,LPPFRPMJUNOKRS-UHFFFAOYSA-N,CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
Methyl heptafluoropropylketone,XJYXROGTQYHLTH-UHFFFAOYSA-N,CC(=O)C(C(C(F)(F)F)(F)F)(F)F
"3,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-3-en-2-one",GASXCMFGMORIFO-UHFFFAOYSA-N,CC(=O)C(=C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
"(3Z)-4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Hexadecafluoroundec-3-en-2-one",FGWAKQKTCXBUER-UHFFFAOYSA-N,CC(=O)C=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
"1-[4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)phenyl]ethan-1-one",HJVLSXWSPYGSIV-UHFFFAOYSA-N,CC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)F
1-[4-(Heptafluoropropyl)-1H-pyrrol-3-yl]ethan-1-one,BWOZUJHCNZSSLZ-UHFFFAOYSA-N,CC(=O)c1c[nH]cc1C(C(C(F)(F)F)(F)F)(F)F
"4-Amino-5,5,6,6,7,7,7-heptafluorohept-3-en-2-one",DWUMJZXYFAYWQF-UHFFFAOYSA-N,CC(=O)CC(=N)C(C(C(F)(F)F)(F)F)(F)F
"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluorododecane-2,4-dione",LOPUACNVJXKLKA-UHFFFAOYSA-N,CC(=O)CC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
(Perfluoroheptanoyl)acetone,VMRLNPHYYNLINM-UHFFFAOYSA-N,CC(=O)CC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"5,5,6,6,7,7,8,8,9,9,9-Undecafluorononane-2,4-dione",YKIGIKLABXBCDX-UHFFFAOYSA-N,CC(=O)CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
"(Perfluoro-1-butyl)butane-1,3-dione",NQPVZXRGQCXFLN-UHFFFAOYSA-N,CC(=O)CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"5,5,6,6,7,7,7-heptafluoroheptane-2,4-dione",QHBCZMRCKGKVSR-UHFFFAOYSA-N,CC(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
"5,6,6,6-Tetrafluoro-5-(heptafluoropropoxy)hexane-2,4-dione",WKZWQTGKGJHUHH-UHFFFAOYSA-N,CC(=O)CC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F
"4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononan-2-one",RRFHTSQSIQEIHY-UHFFFAOYSA-N,CC(=O)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"4,4,5,5,6,6,7,7,7-Nonafluoroheptan-2-one",YBLYWKGTXUNAOC-UHFFFAOYSA-N,CC(=O)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
3-(Perfluoropropyl)-2-propanone,HXAYZDVVQAKLDA-UHFFFAOYSA-N,CC(=O)CC(C(C(F)(F)F)(F)F)(F)F
"32-(Perfluoro-9-methyldecyl)-2,5,8,11,14,17,20,23,26,29-decaoxodotriacontan-31-ol",NFDIWGSYOGEYNO-UHFFFAOYSA-N,CC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CC(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluorododecan-2-one",YODYACHGCKMUMD-UHFFFAOYSA-N,CC(=O)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
4-(Perfluorobutyl)-2-butanone,QSFHSDZDCSCCGQ-UHFFFAOYSA-N,CC(=O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
Pyrifluquinazon,MIOBBYRMXGNORL-UHFFFAOYSA-N,CC(=O)N1c2ccc(cc2CN(C1=O)NCc1cccnc1)C(C(F)(F)F)(C(F)(F)F)F
"1-[3-Methylidene-4-(2,2,3,3,4,4,5,5,5-nonafluoropentyl)pyrrolidin-1-yl]ethan-1-one",CFZPILZXWJKGJJ-UHFFFAOYSA-N,C=C1CN(CC1CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)C
"1-Acetyl-3,5-bis(perfluorohexyl)pyrazole",IQHPIVLECIKIGS-UHFFFAOYSA-N,CC(=O)n1c(cc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)n1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"N,N'-(5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}-1,3-phenylene)diacetamide",NPGWPCYQBUMSNZ-UHFFFAOYSA-N,CC(=Nc1cc(cc(c1)OC(=C(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)N=C(C)O)O
N-[4-(Heptafluoropropyl)phenyl]acetamide,DGTLBPOBSFXXAK-UHFFFAOYSA-N,CC(=Nc1ccc(cc1)C(C(C(F)(F)F)(F)F)(F)F)O
4-Acetamidophenyl nonafluorobutane-1-sulfonate,XKJVCVNWVBTHFU-UHFFFAOYSA-N,CC(=Nc1ccc(cc1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
4-Acetamido-3-chlorophenyl nonafluorobutane-1-sulfonate,OSNHQRSDSSUDCW-UHFFFAOYSA-N,CC(=Nc1ccc(cc1Cl)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
N-[8-(Heptafluoropropyl)-9H-purin-6-yl]acetamide,MHGACOGUAGEXMU-UHFFFAOYSA-N,CC(=Nc1c2c(ncn1)[nH]c(C(C(C(F)(F)F)(F)F)(F)F)n2)O
"N-[5-(Heptafluoropropyl)-1,3,4-thiadiazol-2-yl]acetamide",UZHFMCLWCHAURR-UHFFFAOYSA-N,CC(=Nc1nnc(C(C(C(F)(F)F)(F)F)(F)F)s1)O
"N-{4-[(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)amino]benzene-1-sulfonyl}acetamide",IIGNRGIDQZSRJU-UHFFFAOYSA-N,CC(=NS(=O)(=O)c1ccc(cc1)NS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
"Iodine, bis(acetato-I2O)[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phenyl]- (9CI)",YHQLCCOIFRKRJC-UHFFFAOYSA-N,CC(=O)O[I](c1ccc(cc1)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=O)C
"4,4,5,5,6,6,6-Heptafluorohex-1-en-2-yl acetate",OKIJUKHROTUCQA-UHFFFAOYSA-N,C=C(CC(C(C(F)(F)F)(F)F)(F)F)OC(=O)C
"4-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",NVGMZQYQNNPDAJ-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)Cl
"5-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",ZHZVFKZCPDCNHG-UHFFFAOYSA-N,CC(=O)Oc1cc(ccc1CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)Cl
"3,4,6-Trichloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",JDRLLIHRNJZEPG-UHFFFAOYSA-N,CC(=O)Oc1c(CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl)c(c(cc1Cl)Cl)Cl
"2,2,3,3,4,4,4-Heptafluorobutyl acetate",JJRRHZPKVSFERJ-UHFFFAOYSA-N,CC(=O)OCC(C(C(F)(F)F)(F)F)(F)F
3-(Perfluoropropyl)-2-iodopropanol acetate,TYWLMXXVTNXETF-UHFFFAOYSA-N,CC(=O)OCC(CC(C(C(F)(F)F)(F)F)(F)F)I
"[3,4,6-triacetyloxy-5-(1,1,2,2,3,3,4,4,4-nonafluorobutylsulfonyloxy)oxan-2-yl]methyl Acetate",RHEYHPACKVZWRD-UHFFFAOYSA-N,CC(=O)OCC1C(C(C(C(OC(=O)C)O1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)OC(=O)C)OC(=O)C
"1H,1H,2H,2H-Perfluorodecyl acetate",CPOHLPPQNCULDC-UHFFFAOYSA-N,CC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H,2H,2H-Perfluorooctyl acetate",RWFSINLLADOLPV-UHFFFAOYSA-N,CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl acetate",WUXJRZYSKWYAEV-UHFFFAOYSA-N,CC(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"3,3,4,4,5,5,5-Heptafluoropentyl acetate",ZWEZQJCJOMYJJZ-UHFFFAOYSA-N,CC(=O)OCCC(C(C(F)(F)F)(F)F)(F)F
(Perfluorooctyl)propyl acetate,SMQMUBNEBGDJAY-UHFFFAOYSA-N,CC(=O)OCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"4,4,5,5,6,6,6-Heptafluorohexyl acetate",ACXWRVKTAODIKP-UHFFFAOYSA-N,CC(=O)OCCCC(C(C(F)(F)F)(F)F)(F)F
"S-[3,4,4,4-Tetrafluoro-3-(trifluoromethyl)butyl] ethanethioate",RRZDHOAZQMLOTR-UHFFFAOYSA-N,CC(=O)SCCC(C(F)(F)F)(C(F)(F)F)F
"S-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl) ethanethioate",FCWDPZFBROQQBN-UHFFFAOYSA-N,CC(=O)SCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"S-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl) ethanethioate",SVEVXDYTPMSOIT-UHFFFAOYSA-N,CC(=O)SCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"2-Bromo-3-(bromomethyl)-4,4,5,5,6,6,6-heptafluorohexan-3-ol",BMHLOJFRGFOQEG-UHFFFAOYSA-N,CC(C(CBr)(C(C(C(F)(F)F)(F)F)(F)F)O)Br
2-Methyl-2-trifluoromethylperfluoropentane,YYCWIWYZXFOZFO-UHFFFAOYSA-N,CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluoro-2-methyldecanoic acid",LYZCGZWGQVKVSU-UHFFFAOYSA-N,CC(C(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-7-methyl-7-nitrooctane",ITHGUKYRCZMXFU-UHFFFAOYSA-N,CC(C)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N(=O)=O
"6-Amino-1,1,1,2,2,3,3-heptafluoro-7,7-dimethyloct-5-en-4-one",HTLIQAXQGGLRLK-UHFFFAOYSA-N,CC(C)(C)C(=N)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
"6,6,7,7,8,8,8-Heptafluoro-2,2-dimethyl-3,4,5-octanetrione 4-(4-nitrophenyl)hydrazone",KVAYICJLGQPULN-UHFFFAOYSA-N,CC(C)(C)C(=O)C(C(=O)C(C(C(F)(F)F)(F)F)(F)F)N=Nc1ccc(cc1)N(=O)=O
"6,6,7,7,8,8,9,9,9-Nonafluoro-2,2-dimethylnon-4-en-3-one",FDLCNAFIXQUBBQ-UHFFFAOYSA-N,CC(C)(C)C(=O)C=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"1,1-Difluoro-5,5-dimethyl-1-(trifluoromethoxy)hexane-2,4-dione",MMQBZJXQJGQEHQ-UHFFFAOYSA-N,CC(C)(C)C(=O)CC(=O)C(F)(F)OC(F)(F)F
"1,1,1,2,2,3,3,4,4-Nonafluoro-6-iodo-7,7-dimethyloctane",RZXNATDVPGMVHV-UHFFFAOYSA-N,CC(C)(C)C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I
"Phenol, 2,2'-[(1R,2R)-1,2-cyclohexanediylbis[(E)-nitrilomethylidyne]]bis[6-(1,1-dimethylethyl)-4-(heptadecafluorooctyl)-",JLYAJKMTSYBUFR-UHFFFAOYSA-N,CC(C)(C)c1cc(cc(C=NC2CCCCC2N=Cc2cc(cc(c2O)C(C)(C)C)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"5-(4-tert-Butylphenyl)-N-(2,2,3,3,4,4,4-heptafluorobutyl)-1,2-oxazole-3-carboxamide",PXIPJQUDARNNQU-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)c1cc(C(=NCC(C(C(F)(F)F)(F)F)(F)F)O)no1
"5-tert-Butyl-7-(heptafluoropropyl)-2-phenylpyrazolo[1,5-a]pyrimidine",RNWIQELODLHLDL-UHFFFAOYSA-N,CC(C)(C)c1cc(C(C(C(F)(F)F)(F)F)(F)F)n2c(cc(c3ccccc3)n2)n1
"(1Z,4Z,9Z,12E)-2,10-Di-tert-butyl-4,12-bis(heptafluoropropyl)-1,5,9,13-tetraazacyclohexadeca-1,4,9,12-tetraene",UYRIJNJIDYTBCG-UHFFFAOYSA-N,CC(C)(C)C1=NCCCN=C(CC(=NCCCN=C(C1)C(C(C(F)(F)F)(F)F)(F)F)C(C)(C)C)C(C(C(F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4-Octafluoro-7,7-dimethyloct-4-ene",AQGWVKJSVXSZGI-UHFFFAOYSA-N,CC(C)(C)CC=C(C(C(C(F)(F)F)(F)F)(F)F)F
"N-tert-Butyl-2,2,3,3,4,4,4-heptafluorobutanamide",SUHRXMXSRDLXIL-UHFFFAOYSA-N,CC(C)(C)N=C(C(C(C(F)(F)F)(F)F)(F)F)O
tert-Butyl heptafluorobutanoate,JPVACFHILHDRGX-UHFFFAOYSA-N,CC(C)(C)OC(=O)C(C(C(F)(F)F)(F)F)(F)F
"tert-Butyl (4,4,5,5,6,6,7,7,7-nonafluoro-2-iodoheptyl)carbamate",FAXXTHFQCHDQLQ-UHFFFAOYSA-N,CC(C)(C)OC(=NCC(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)I)O
tert-Butyl heptafluorobutaneperoxoate,IEIUNVABWRASPD-UHFFFAOYSA-N,CC(C)(C)OOC(=O)C(C(C(F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4-Octafluoro-7-methyl-7-nitrooct-4-ene",OWTPDHDNFWAJET-UHFFFAOYSA-N,CC(C)(CC=C(C(C(C(F)(F)F)(F)F)(F)F)F)N(=O)=O
(2-Perfluorooctylethyl)isopropoxycarbonyloxyiminophenylacetonitrile,NFEFLNJWJYPWIZ-UHFFFAOYSA-N,CC(C)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=O)ON=C(C#N)c1ccccc1
"N-(2,2,3,3,4,4,4-Heptafluorobutanoyl)-2-methylalanine",GLLTUKTVAHGIDJ-UHFFFAOYSA-N,CC(C)(C(=O)O)N=C(C(C(C(F)(F)F)(F)F)(F)F)O
"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloct-3-yn-2-ol",WITWPGGAZCIZSI-UHFFFAOYSA-N,CC(C)(C#CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-methylnonan-2-ol",BZJOFKMJAVMVQL-UHFFFAOYSA-N,CC(C)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
2-Perfluoropropyl-2-propanol,CZPWXOSMOFCBOR-UHFFFAOYSA-N,CC(C)(C(C(C(F)(F)F)(F)F)(F)F)O
"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluoro-2-methyldodecan-2-ol",VDLOMMAXELCHDN-UHFFFAOYSA-N,CC(C)(CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluoro-2-methyldecan-2-ol",JFTPFVPCFXEYSQ-UHFFFAOYSA-N,CC(C)(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloctan-2-ol",RQVWCCCEFXMBKB-UHFFFAOYSA-N,CC(C)(CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
6-(1-Methylethylidene)-5-(triphenylphosphoranylidene)-(perfluoro)-nonan-4-one,ILHSDNSKBVJICM-UHFFFAOYSA-N,CC(=C(C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)C
"7,7,8,8,9,9,9-Heptafluoro-2-methylnon-2-ene-4,6-dione",NOQZTHSTUPFMOL-UHFFFAOYSA-N,CC(=CC(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F)C
"5,6,6,7,7,8,8,8-Octafluoro-2-methylocta-2,4-diene",ZSBHSCZBWXUBAW-UHFFFAOYSA-N,CC(=CC=C(C(C(C(F)(F)F)(F)F)(F)F)F)C
"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloct-2-ene",GBTVYCBTXQALCR-UHFFFAOYSA-N,CC(=CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C
2-Methylprop-1-en-1-yl nonafluorobutane-1-sulfonate,YXLCUSYNDAFUJJ-UHFFFAOYSA-N,CC(=COS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C
"1,1,1,2-Tetrafluoro-4-methyl-2-(trifluoromethyl)pentan-3-one",ANKPHPVKEKGBFK-UHFFFAOYSA-N,CC(C)C(=O)C(C(F)(F)F)(C(F)(F)F)F
"6,6,7,7,8,8,8-Heptafluoro-2-methylocta-3,5-dione",SRYIDYXKUUXFNI-UHFFFAOYSA-N,CC(C)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methylpropanoate",VEAHUEAEPJJBDN-UHFFFAOYSA-N,CC(C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"N-[(2S)-2-Amino-3-methylbutyl]-1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",LCROMADRNFAIKT-UHFFFAOYSA-N,CC(C)C(CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)N
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl 2,2-difluoro-3-hydroxy-4-methylpentanoate",BFMMVADDYVCWBU-UHFFFAOYSA-N,CC(C)C(C(C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O
"(4S,5R)-4-(Propan-2-yl)-5-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1,3-oxazolidin-2-one",KIONFYCZIQVYKJ-UHFFFAOYSA-N,CC(C)C1C(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=N1)O
"1-(1,3-Dimethylbutoxy)-2-(perfluorohexyl)ethane",REMSMUILZZYKPD-UHFFFAOYSA-N,CC(C)CC(C)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"(3I2,5I?)-Cholestan-3-ol 2,3,3,4,4,5,5,6,6,7,7,8,8,8-tetradecafluorooctanoate",QYBUWJRMHQVYLH-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC4(C)C3CCC12C)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
3-Methylbutyl heptadecafluorononanoate,AFQCXIHNDWCQHP-UHFFFAOYSA-N,CC(C)CCOC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"3-Methylbutyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",AXCQVYBSRFQQRB-UHFFFAOYSA-N,CC(C)CCOC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F
